text,label
As a collection manager or cataloger I want to be able to see who last edited a record and when.,2
"As a collection owner, I want to be able to hire a programmer to write custom DRS content delivery services (PDS, IDS, SDS), pulling up some descriptive metadata (Citation), structural metadata, and enough technical metadata to know the file type to be rendered) for meeting the special needs of my users.",2
"As a collection owner, I want to be able to hire a programmer to write custom DRS content delivery services (PDS, IDS, SDS), pulling up some descriptive metadata (Citation), structural metadata, and enough technical metadata to know the file type to be rendered) for meeting the special needs of my users.",3
As a collections manager I want required DC fields to be enforced so that all records have values for all required DC fields.,4
"As a company, I can join the Scrum Alliance by paying a corporate membership fee. This will include uploading items related to corporate membership (e.g., company description, a logo of size x by y).",3
"As a company, I can join the Scrum Alliance by paying a corporate membership fee. This will include uploading items related to corporate membership (e.g., company description, a logo of size x by y).",3
"As a company, I can join the Scrum Alliance by paying a corporate membership fee. This will include uploading items related to corporate membership (e.g., company description, a logo of size x by y).",4
As a complainant I want to be able to check the status of the complaint online so I don't have to talk to the department.,4
As a complainant I want to be able to submit my complaint anonymously so no one knows it was me.,4
"As a corporate sponsor I want my logo to randomly appear on the home page. (That is, it rotates among other corporate sponsors.).",3
"As a corporate sponsor I want my logo to randomly appear on the home page. (That is, it rotates among other corporate sponsors.).",3
"As a corporate sponsor I want my logo to randomly appear on the home page. (That is, it rotates among other corporate sponsors.).",4
"As a CSM or CPO who has been approved for Practitioner status (by a site admin reading my submission), I am charged a fee.",3
"As a CSM or CPO who has been approved for Practitioner status (by a site admin reading my submission), I am charged a fee.",4
"As a CSM, Practitioner, or Certified Product Owner, I can have my name listed in the registry without becoming a member of the site. (For example, I take a certification class but never register or let my membership lapse.).",2
"As a CSM, Practitioner, or Certified Product Owner, I can have my name listed in the registry without becoming a member of the site. (For example, I take a certification class but never register or let my membership lapse.).",3
"As a CSM, Practitioner, or Certified Product Owner, I can have my name listed in the registry without becoming a member of the site. (For example, I take a certification class but never register or let my membership lapse.).",3
"As a CSM, Practitioner, or Certified Product Owner, I can have my name listed in the registry without becoming a member of the site. (For example, I take a certification class but never register or let my membership lapse.).",4
As a customer site I need to change the content on core pages so I can reflect the text I need to display.,4
"As a customer, I would like to deposit and retrieve ALTO OCR data.",2
"As a customer, I would like to deposit and retrieve ALTO OCR data.",4
"As a data re-user, I want to Examine and identify deposited files so that I can make a preliminary assessment of usefulness without downloading the whole dataset.",2
"As a data re-user, I want to Search the archive through Primo (university of bath library search system) so that I can search books, articles and data all in one place.",3
"As a data re-user, I want to See different versions (including the latest) of a dataset at a glance so that I can be sure I’m using the right version of the dataset.",3
"As a data re-user, I want to View a DOI for a dataset so that I can get back to the data in future and I can import the dataset into my reference-management software automatically.",6
"As a depositor, I want to Apply licenses to datasets so that My IP rights are protected appropriately.",3
"As a depositor, I want to Attach subject-specific discoverability metadata to records so that. Researchers in my discipline can find my data more easily.",3
"As a depositor, I want to Attach subject-specific discoverability metadata to records so that. Researchers in my discipline can find my data more easily.",4
"As a depositor, I want to Deposit and maintain datasets through a simple web interface so that I don’t need to install and learn new software to deposit.",2
"As a depositor, I want to Deposit and maintain datasets through Pure so that I have a single one-stop shop for managing my research outputs.",2
"As a depositor, I want to Deposit and maintain datasets through Virtual Research Environments and other workflow tools so that I can continue to work with tools with which I’m familiar.",2
"As a depositor, I want to Deposit arbitrarily large files so that I am not limited in what files I can and cannot deposit.",6
"As a depositor, I want to Have a user interface that is familiar to me so that I feel like all the University systems are joined up.",3
"As a depositor, I want to Have guarantees about data integrity so that I can use my data in the future and I can fulfil funder requirements for archival.",6
"As a depositor, I want to Have metadata automatically filled from other University systems (e.g. Pure) and/or remembered from previous deposits so that I don’t have to waste time re-entering the same information.",2
"As a depositor, I want to Have metadata automatically filled from other University systems (e.g. Pure) and/or remembered from previous deposits so that I don’t have to waste time re-entering the same information.",3
"As a depositor, I want to Have metadata automatically filled from other University systems (e.g. Pure) and/or remembered from previous deposits so that I don’t have to waste time re-entering the same information.",3
"As a depositor, I want to Link datasets with the project DMP (possibly from dmponline) so that Compliance with DMP can be demonstrated and the Whole project workflow is linked together.",3
"As a depositor, I want to Manage and share “live” research data so that Whole project workflow is linked together.",2
"As a depositor, I want to Place data under an embargo so that My right of first-use is protected and I can fulfill my confidentiality responsibilities.",6
As a developer I want to check on all released flash versions supported by browsers so I can adjust my flash presentation towards new flash versions in particular.,4
As a developer I want to define presentation variants in my presentation configuration xml file so I can easily and efficiently deploy my presentation throughout DTAP.,4
"As a developer who presents images, I need the granularity to get information about the images associated with a VIA URN, so I can present the user with choices.",4
"As a developer, I need bulk access to metadata (TBD) so I can preprocess the data set.",3
"As a developer, I need bulk access to metadata (TBD) so I can preprocess the data set.",4
"As a developer, I would like to access individual data fields, such as full text.",4
"As a developer, I would like to be able to search the DRS passing in an XML file of search parameters rather than a query string on the URL.",4
"As a developer/maintainer of related services, I want to Deposit and maintain datasets via an API such as SWORD2 so that My service can interact with the archive.",2
"As a Digital Production Developer (DPD) I want to group components that require digitization so that I can create ""digitizable units"".",3
As a Digital Production User (DPU) I want to be able to create Components.,3
As a DPU I want to create structural metadata for an Item so I can define the sequence of components.,4
As a DPU I want Trident to create derivatives for me when I upload a Master.,4
As a End User I want to be able to see the physical context of an Item in a digital collection (i. e. See inside this folder; EAD).,3
As a End User I want to be able to see the physical context of an Item in a digital collection (i. e. See inside this folder; EAD).,3
"As a fourth-year student, I want to be able to have presented to me only features and content that are relevant to my status, so that I can focus on what is most relevant (e.g. finding a job).",2
"As a fourth-year student, I want to be able to have presented to me only features and content that are relevant to my status, so that I can focus on what is most relevant (e.g. finding a job).",3
"As a fourth-year student, I want to be able to have presented to me only features and content that are relevant to my status, so that I can focus on what is most relevant (e.g. finding a job).",3
"As a funding body, I want to Be reassured (by individual researchers or an institution) that researchers I fund have robust archival plans for their data so that I can be sure that funding them is a worthwhile investment.",2
"As a funding body, I want to Be reassured (by individual researchers or an institution) that researchers I fund have robust archival plans for their data so that I can be sure that funding them is a worthwhile investment.",3
"As a funding body, I want to Harvest metadata on outputs from research I fund via e.g. OAI-PMH so that I can analyse effectiveness of funding strategy and I can encourage cross-fertilisation of research outputs (see e.g. OpenAIRE[1]).",3
"As a funding body, I want to Harvest metadata on outputs from research I fund via e.g. OAI-PMH so that I can analyse effectiveness of funding strategy and I can encourage cross-fertilisation of research outputs (see e.g. OpenAIRE[1]).",3
"As a funding body, I want to Harvest metadata on outputs from research I fund via e.g. OAI-PMH so that I can analyse effectiveness of funding strategy and I can encourage cross-fertilisation of research outputs (see e.g. OpenAIRE[1]).",6
"As a humanities faculty member, I want the DRS to support image content delivery via the International Image Interoperability Framework API so that web applications from Stanford, Yale, and Johns Hopkins can compare Harvard digitized manuscripts with versions from their institutions and I can use those comparisons for research and teaching.",6
"As a humanities faculty member, I want the DRS to support image content delivery via the International Image Interoperability Framework API so that web applications from Stanford, Yale, and Johns Hopkins can compare Harvard digitized manuscripts with versions from their institutions and I can use those comparisons for research and teaching.",4
As a lab administrator I can theme the Web interface graphics/colours.,4
As a lab administrator I should be able to create page templates with bespoke metadata fields.,4
As a lab administrator I want a way of managing worm strain stocks that is integrated with Wormbase.,4
As a licensing partner I need clients to be redirected back to the site so that they can continue their order process.,4
As a licensing partner I need Papa Johns Clients to be redirected back to www.pjcatalog.com so that they can continue their order process.,4
As a licensing partner I need the product options to change so that it reflects my fulfillment needs.,4
As a main editor I want to configure workflow on classification-level so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content.,6
As a main editor I want to configure workflow on classification-level so that I can control what editors are allowed to use several terms which are used on specific site parts / facets in order to prevent publishing faulty content.,4
As a main editor I want to configure workflow on media item-level for specific content types so that I can control who can modify what specific item in order to prevent editors from publishing faulty content.,6
As a main editor I want to configure workflow on media item-level for specific content types so that I can control who can modify what specific item in order to prevent editors from publishing faulty content.,4
As a marketeer I want to be solve URL conflicts immediately so I avoid not-friendly URLs and thereby will postively influence the overall SE ranking of the website.,4
As a marketeer I want to create friendly URLs for my nested product pages so I can improve the SE ranking of the product section of my website.,4
As a marketeer I want to set canonical tags to individual pages so I can avoid duplicate content easily without having to set permanent redirects and thereby will improve the SE ranking of the website.,4
As a marketeer I want to set the rel attribute of external links so I can make sure that SE bots do no affect SE rankings for pages with many external links.,4
As a marketeer I want to set the title attribute of a link so I can improve the SE ranking of the website.,4
As a marketeer I want to view segment page view results of the current week easily so I can see at a glance whether content is relevant to the intended segment.,4
As a marketeer I want to view the top keywords of the week easily so that I can analyze key words and when needed I can undertake action upon this information.,6
As a marketeer I want to view the top refferals of the week so I can quickly see what websites drive most traffic to a specific page or media item.,3
As a marketeer I want to view the top refferals of the week so I can quickly see what websites drive most traffic to a specific page or media item.,4
"As a member with short-term memory problems, I can have the system email me a new password or a password reminder, possibly my username (unless we use email for that), and so on.",2
"As a member with short-term memory problems, I can have the system email me a new password or a password reminder, possibly my username (unless we use email for that), and so on.",3
"As a member with short-term memory problems, I can have the system email me a new password or a password reminder, possibly my username (unless we use email for that), and so on.",4
As a Metadata Librarian I want validation rules enforced when MD is submitted.,4
"As a migration specialist, I want to store the AT or Archon source record ids in each ASpace record to support data migration integrity testing.",2
"As a new Certified ScrumMaster or Certified Product Owner, once my name has been loaded to the registry I am sent an email welcoming me to the Scrum Alliance and containing instructions on how to register / activate my membership.",2
"As a new Certified ScrumMaster or Certified Product Owner, once my name has been loaded to the registry I am sent an email welcoming me to the Scrum Alliance and containing instructions on how to register / activate my membership.",4
As a new student I need to be oriented to the campus and the various online services so that I can be an efficient and effective student at Berkeley.,4
As a online channel manager I want to publish content in multiple languages so I can target my audience in their native language which increases relevancy and attract more traffic to my website.,4
As a Papa John's user I need accurate pricing so that I can accurately plan my purchase.,4
"As a Practitioner or Trainer, when I provide content to the site I want a small graphic associated with the content indicating I’m a Practitioner or Trainer. (For example, Amazon’s “Top 500 Reviewers” approach.).",2
"As a Practitioner or Trainer, when I provide content to the site I want a small graphic associated with the content indicating I’m a Practitioner or Trainer. (For example, Amazon’s “Top 500 Reviewers” approach.).",3
"As a Practitioner or Trainer, when I provide content to the site I want a small graphic associated with the content indicating I’m a Practitioner or Trainer. (For example, Amazon’s “Top 500 Reviewers” approach.).",3
"As a Practitioner or Trainer, when I provide content to the site I want a small graphic associated with the content indicating I’m a Practitioner or Trainer. (For example, Amazon’s “Top 500 Reviewers” approach.).",4
"As a Practitioner, I want my profile page to include additional details about me (i.e., some of the answers to my Practitioner application).",3
"As a Practitioner, I want my profile page to include additional details about me (i.e., some of the answers to my Practitioner application).",3
"As a Practitioner, I want my profile page to include additional details about me (i.e., some of the answers to my Practitioner application).",4
As a Preservation Librarian I want the relationship between masters and derivatives to be managed by the system so I don't have to.,4
"As a programmer building image display applications, I need to obtain admin metadata access rights for public/private DRS content (URNs).",3
"As a programmer building image display applications, I need to obtain admin metadata access rights for public/private DRS content (URNs).",4
"As a programmer working with images from the DRS, I need to be able to look up technical metadata about images so that I can properly size and position them in my web application e.g. image height/width for the ARTstor SharedShelf project, image resolution). ",4
"As a programmer working with images from the DRS, I need to be able to look up technical metadata about images so that I can properly size and position them in my web application e.g. image height/width for the ARTstor SharedShelf project, image resolution). ",3
"As a provider of DRS imaging services, I need access to preferred citations.  Default digital object citations could be formulated by script from catalog records, and repositories could be allowed to replace these programmatically-produced citations with customized citations, if needed, using the DRS Web Admin user interface. ",4
"As a provider of DRS imaging services, I need access to preferred citations.  Default digital object citations could be formulated by script from catalog records, and repositories could be allowed to replace these programmatically-produced citations with customized citations, if needed, using the DRS Web Admin user interface. ",2
"As a provider of DRS imaging services, I need access to preferred citations.  Default digital object citations could be formulated by script from catalog records, and repositories could be allowed to replace these programmatically-produced citations with customized citations, if needed, using the DRS Web Admin user interface. ",3
"As a provider of DRS imaging services, I need access to terms of use statements for objects.  For example, aA limited menu of HL use-permissions statements could be formulated, stashed in DRS, and associated with individual resources, or whole classes of resources.  When we allow our digital resources to be used outside of our library systems (e.  g.  within DPLA, or other applications like the Library Lab funded Zeega project), the object can travel with the requisite use-permissions. ",4
"As a provider of DRS imaging services, I need access to terms of use statements for objects.  For example, aA limited menu of HL use-permissions statements could be formulated, stashed in DRS, and associated with individual resources, or whole classes of resources.  When we allow our digital resources to be used outside of our library systems (e.  g.  within DPLA, or other applications like the Library Lab funded Zeega project), the object can travel with the requisite use-permissions. ",2
"As a provider of DRS imaging services, I need access to terms of use statements for objects.  For example, aA limited menu of HL use-permissions statements could be formulated, stashed in DRS, and associated with individual resources, or whole classes of resources.  When we allow our digital resources to be used outside of our library systems (e.  g.  within DPLA, or other applications like the Library Lab funded Zeega project), the object can travel with the requisite use-permissions. ",3
"As a provider of DRS imaging services, I need access to terms of use statements for objects.  For example, aA limited menu of HL use-permissions statements could be formulated, stashed in DRS, and associated with individual resources, or whole classes of resources.  When we allow our digital resources to be used outside of our library systems (e.  g.  within DPLA, or other applications like the Library Lab funded Zeega project), the object can travel with the requisite use-permissions. ",3
"As a public services staff in the Preservation Conservation and Digital Imaging services group, a researcher wants to order an image and Houghton PS staff needs to tell the researcher what the size or resolution of the image is without looking it up via DRS Webadmin.",2
"As a public services staff in the Preservation Conservation and Digital Imaging services group, a researcher wants to order an image and Houghton PS staff needs to tell the researcher what the size or resolution of the image is without looking it up via DRS Webadmin.",4
"As a public user, I want a web application that can locate all the DRS objects related to a specific collection or topic, e.g. ''Eleanor Roosevelt. ''.",3
"As a public user, I want a web application that can locate all the DRS objects related to a specific collection or topic, e.g. ''Eleanor Roosevelt. ''.",4
As a release engineer I can call a script to execute acceptance tests against a Neurohub installation and report back the results.,4
"As a release engineer I can configure nightly builds that automatically perform a Neurohub installation on a **virgin operating system**, execute tests and report back results, without requiring any **manual input/interaction**.",2
"As a release engineer I can configure nightly builds that automatically perform a Neurohub installation on a **virgin operating system**, execute tests and report back results, without requiring any **manual input/interaction**.",4
"As a Repository Manager I want to create, update and delete any records in my repository.",2
"As a Repository Manager I want to create, update and delete archival descriptions in my repository.",2
"As a research information manager, I want to Integrate the archive with CRIS so that I can analyse impact of research data publication and I can link funding to all of the outputs it produces.",6
"As a research information manager, I want to Segment view & download statistics by country and sector so that Impact of datasets outside academia can be demonstrated.",2
"As a researcher adding new data to the system, I want to be able to select a partially pre-populated template (e.g. MINI) that already contains commonly entered meta data, so that I do not waste time repeatedly inserting the same meta data over and over again for each individual file or log book entry.",3
"As a researcher adding new data to the system, I want to be able to select a partially pre-populated template (e.g. MINI) that already contains commonly entered meta data, so that I do not waste time repeatedly inserting the same meta data over and over again for each individual file or log book entry.",3
"As a researcher executing a workflow, I want the details of the workflow plan as well as the execution history and (partial) results recorded in Neurohub.",2
"As a researcher executing a workflow, I want the details of the workflow plan as well as the execution history and (partial) results recorded in Neurohub.",3
"As a researcher executing a workflow, I want the details of the workflow plan as well as the execution history and (partial) results recorded in Neurohub.",4
As a researcher I can attach currently non-attached files to a log book page.,4
As a researcher I can create a log book page for an experiment and attach a directory that contains multiple files.,2
As a researcher I can create a log book page for an experiment and attach a directory that contains multiple files.,4
As a researcher I can create a log book page for an experiment and attach a file to this page.,2
As a researcher I can create a log book page for an experiment and attach a file to this page.,4
As a researcher I can create a log book page.,4
As a researcher I can upload files prior to having them attached to a log book page using a mapped network drive.,4
As a researcher I can upload files prior to having them attached to a log book page using the web interface.,4
As a researcher I can upload files prior to having them attached to a log book page.,4
"As a researcher in southampton Neuroscience, I want to be able to point my Mendeley client at a group-wide shared repository of research papers and get notifications via Mendeley when new content is added.",2
"As a researcher using the Neurohub Web interface, I would like the ability to insert Greek symbols into my logbook entries.",4
"As a researcher who has performed a bulk upload of directories and files, I want to be able to associate meta data to the group as a whole at some point in time after the bulk upload has completed, so that I have a period of time to reflect on suitable values for the meta data.",2
"As a researcher working away from the laboratory, I want secure remote access to the Neurohub node.",4
"As a researcher, I can access files stored in my Neurohub workspace, using a network drive attached to my workstation.",4
"As a researcher, I can download files attached to an experiment using my Web browser.",4
"As a researcher, I need to be able to search for images of cells (and brains) using standard meta data.",3
"As a researcher, I need to be able to search for images of cells (and brains) using standard meta data.",4
"As a researcher, I want a group-level repository for sharing papers/reviews/comments with other researchers.",4
"As a researcher, I want a time line display of multiple data files and their associated images, so that I can compare the data taken from experiments on particular dates.",2
"As a researcher, I want a time line display of multiple data files and their associated images, so that I can compare the data taken from experiments on particular dates.",4
"As a researcher, I want any data that I have written to the VRE to be protected from modification or deletion (by myself or others) so that original data can always be traced back to an experiment and a point in time (although new versions of the data file can be uploaded).",3
"As a researcher, I want any data that I have written to the VRE to be protected from modification or deletion (by myself or others) so that original data can always be traced back to an experiment and a point in time (although new versions of the data file can be uploaded).",4
"As a researcher, I want electronic support for keeping track of which data sets (and revisions) were used/output/modified as part of a particular experiment.",2
"As a researcher, I want electronic support for keeping track of which data sets (and revisions) were used/output/modified as part of a particular experiment.",3
"As a researcher, I want electronic support for keeping track of which data sets (and revisions) were used/output/modified as part of a particular experiment.",4
"As a researcher, I want physiology images to be annotated with standard meta data so that my data can later be searched for and understood.",4
"As a researcher, I want remote access to my data for off-site working (e.g. working from home, or working while on an international visit), so that I can still work effectively while away from the lab.",4
"As a researcher, I want remote access to my data for off-site working (e.g. working from home, or working while on an international visit), so that I can still work effectively while away from the lab.",2
"As a researcher, I want remote access to my data for off-site working (e.g. working from home, or working while on an international visit), so that I can still work effectively while away from the lab.",3
"As a researcher, I want remote access to my data for off-site working (e.g. working from home, or working while on an international visit), so that I can still work effectively while away from the lab.",3
"As a researcher, I want services to support the long term curation of data (e.g. MRI scans, experiment output, intermediate files), so that I can be sure that data will not get 'lost' with the passage of time.",4
"As a researcher, I want services to support the long term curation of data (e.g. MRI scans, experiment output, intermediate files), so that I can be sure that data will not get 'lost' with the passage of time.",3
"As a researcher, I want services to support the long term curation of data (e.g. MRI scans, experiment output, intermediate files), so that I can be sure that data will not get 'lost' with the passage of time.",3
"As a researcher, I want the ability to locate experiment files using meta data (e.g. find all files that relate to Neuron 42), regardless of where those files are located.",4
"As a researcher, I want the ability to locate experiment files using meta data (e.g. find all files that relate to Neuron 42), regardless of where those files are located.",3
"As a researcher, I want the ability to locate experiment files using meta data (e.g. find all files that relate to Neuron 42), regardless of where those files are located.",3
"As a researcher, I want the ability to restrict the data I share to certain researchers or groups of researchers.",4
"As a researcher, I want the system to provide standard metadata, that all researchers in the centre (and beyond) can use so that we can better understand each others' data.",3
"As a researcher, I want the system to provide standard metadata, that all researchers in the centre (and beyond) can use so that we can better understand each others' data.",4
"As a researcher, I want to be able to attach detailed meta data (e.g. the Minimal Information for a Neuroscience Investigation MINI schema) to the data and entries that I create.",2
"As a researcher, I want to be able to attach detailed meta data (e.g. the Minimal Information for a Neuroscience Investigation MINI schema) to the data and entries that I create.",3
"As a researcher, I want to be able to attach detailed meta data (e.g. the Minimal Information for a Neuroscience Investigation MINI schema) to the data and entries that I create.",3
"As a researcher, I want to be able to attach standard meta data for behavioural observations (and video), so that my data can later be searched for and understood.",3
"As a researcher, I want to be able to indicate within my electronic log book which experimental data is good/bad, hide the bad data, but still keep it in the system just in case it is useful in the future.",2
"As a researcher, I want to be able to interact with a revision control system so that I can keep track of changes to files (e. g hypothesis, notes, experiment descriptions, questionnaires, input files, results) over time.",3
"As a researcher, I want to be able to interact with a revision control system so that I can keep track of changes to files (e. g hypothesis, notes, experiment descriptions, questionnaires, input files, results) over time.",3
"As a researcher, I want to be able to locate and access data that colleagues want to share.",2
"As a researcher, I want to be able to search for files by file type (for example electro physiology, image and video) and format (e.g. . eeg, DICOM, MPEG-2).",3
"As a researcher, I want to be able to search for files by file type (for example electro physiology, image and video) and format (e.g. . eeg, DICOM, MPEG-2).",3
"As a researcher, I want to be able to share post-experiment write-ups with other researchers (e.g. sharing protocols and workflows for conducting specific types of experiments) so that others can more easily replicate my work.",2
"As a researcher, I want to be able to share post-experiment write-ups with other researchers (e.g. sharing protocols and workflows for conducting specific types of experiments) so that others can more easily replicate my work.",3
"As a researcher, I want to be able to share post-experiment write-ups with other researchers (e.g. sharing protocols and workflows for conducting specific types of experiments) so that others can more easily replicate my work.",3
"As a researcher, I want to be able to store all the inputs for an experiment (data files, notes and custom scripts) so that the provenance of the results can be verified.",3
"As a researcher, I want to collect data as a library of data, which can then be used by one or multiple experiments that are defined at a later stage (perhaps years later).",2
"As a researcher, I want to collect data as a library of data, which can then be used by one or multiple experiments that are defined at a later stage (perhaps years later).",3
"As a researcher, I want to expose the text files in bulk for data mining so I can search for subsets of text files based on metadata from other systems.",4
"As a researcher, I would like at least some meta data to be automatically inserted when new data is added to the system.",4
"As a researcher, the system will alert me of any unattached files that are in my workspace.",4
As a respondent I want to be able to respond to a complaint submitted against me so I don't get fined.,4
"As a site a site editor, I can set the following dates on a news item: Start Publishing Date, Old.",3
"As a site a site editor, I can set the following dates on a news item: Start Publishing Date, Old.",4
"As a site admin who has received proof of payment from a trainer, I can move people in his or her class from a pending state to the registry.",2
"As a site admin who has received proof of payment from a trainer, I can move people in his or her class from a pending state to the registry.",4
"As a site admin, I am emailed whenever a job is submitted (so that I am aware of it and can decide if I want to post it).",3
"As a site admin, I am emailed whenever a job is submitted (so that I am aware of it and can decide if I want to post it).",4
"As a site admin, I can delete any course or event.",4
"As a site admin, I can edit and delete help wanted ads.",2
"As a site admin, I can edit and delete help wanted ads.",4
"As a site admin, I can see the results for each trainer and averages for the class (for all trainers).",3
"As a site admin, I can see the results for each trainer and averages for the class (for all trainers).",4
"As a site admin, I can view all classes in a pending state.",4
"As a site admin, I need to approve each help wanted ad before it gets to the site.",4
"As a site admin, I want jobs to stop publishing on the site 30 days after being posted. (Note: 30 days doesn’t need to be configurable at this point. Hardcoding is fine for now.).",3
"As a site admin, I want jobs to stop publishing on the site 30 days after being posted. (Note: 30 days doesn’t need to be configurable at this point. Hardcoding is fine for now.).",3
"As a site admin, I want jobs to stop publishing on the site 30 days after being posted. (Note: 30 days doesn’t need to be configurable at this point. Hardcoding is fine for now.).",4
"As a site administrator, I can create an Other Course (?) or Event that is not charged a listing fee. This is so that the Scrum Alliance doesn’t charge itself for Scrum Gatherings that it puts on.",2
"As a site administrator, I can create an Other Course (?) or Event that is not charged a listing fee. This is so that the Scrum Alliance doesn’t charge itself for Scrum Gatherings that it puts on.",3
"As a site administrator, I can create an Other Course (?) or Event that is not charged a listing fee. This is so that the Scrum Alliance doesn’t charge itself for Scrum Gatherings that it puts on.",3
"As a site administrator, I can create an Other Course (?) or Event that is not charged a listing fee. This is so that the Scrum Alliance doesn’t charge itself for Scrum Gatherings that it puts on.",4
"As a site administrator, I can edit any site member profile.",4
"As a site administrator, I can read practicing and training applications and approve or reject them.",2
"As a site administrator, I can read practicing and training applications and approve or reject them.",4
"As a site administrator, I can set the annual fees for members, Practitioners and Trainers.",4
"As a site administrator, I can set the listing fee per Other Course or Event.",4
"As a site editor, I can assign priority numbers to news items. Items are displayed on the front page based on priority.",3
"As a site editor, I can assign priority numbers to news items. Items are displayed on the front page based on priority.",4
"As a site editor, I can create the content of the What Is Scrum section.",4
"As a site editor, I can edit the content of the email automatically sent to new Certified ScrumMasters and Product Owners.",4
"As a site editor, I can maintain an FAQ section.",4
